epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
138,3536.15,0.98842,0.69345,1.27052,0.74308,0.73611,0.80467,0.44688,1.4908,1.08907,1.97412,0.0001916,0.0001916,0.0001916
139,3561.18,0.94941,0.69225,1.24472,0.7703,0.80556,0.84874,0.46924,1.44451,0.91488,1.97859,0.0001784,0.0001784,0.0001784
140,3586.43,0.99147,0.69695,1.27671,0.75452,0.76844,0.85747,0.46718,1.46579,0.93178,1.99686,0.0001652,0.0001652,0.0001652
141,3612.91,0.91313,0.6243,1.21539,0.7884,0.72452,0.81466,0.48536,1.45961,0.96723,2.00078,0.000152,0.000152,0.000152
142,3638.1,0.9046,0.60636,1.22745,0.82028,0.75,0.85537,0.48749,1.4733,0.92542,2.02256,0.0001388,0.0001388,0.0001388
143,3663.11,0.84809,0.56454,1.17159,0.80969,0.70909,0.852,0.47209,1.46258,0.97016,1.99942,0.0001256,0.0001256,0.0001256
144,3688.27,0.84497,0.57079,1.17363,0.86118,0.75,0.87482,0.50121,1.44492,0.90165,2.0063,0.0001124,0.0001124,0.0001124
145,3715.69,0.84648,0.56966,1.19618,0.86153,0.77778,0.86976,0.49928,1.48036,0.90159,2.06775,9.92e-05,9.92e-05,9.92e-05
146,3740.61,0.85085,0.56269,1.18087,0.80188,0.78703,0.85154,0.47358,1.4741,0.94983,2.0397,8.6e-05,8.6e-05,8.6e-05
147,3765.56,0.83241,0.55468,1.15924,0.85867,0.77778,0.87055,0.49473,1.44597,0.882,2.02488,7.28e-05,7.28e-05,7.28e-05
148,3790.85,0.82218,0.54638,1.16249,0.87575,0.78321,0.88097,0.50654,1.43526,0.86417,2.01253,5.96e-05,5.96e-05,5.96e-05
149,3816.59,0.82372,0.54514,1.15728,0.85679,0.74787,0.84484,0.47521,1.4642,0.8955,2.06246,4.64e-05,4.64e-05,4.64e-05
150,3841.64,0.80635,0.53012,1.15963,0.8562,0.73611,0.85829,0.48201,1.47258,0.94489,2.04453,3.32e-05,3.32e-05,3.32e-05
