epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
118,3532.5,0.9475,0.64065,1.08607,0.92859,0.77778,0.8881,0.50689,1.4073,0.89223,1.64617,0.00107336,0.00107336,0.00107336
119,3561.95,0.95417,0.66815,1.09907,0.86108,0.77481,0.88411,0.52435,1.39383,0.91308,1.64731,0.00106544,0.00106544,0.00106544
120,3591.87,0.9775,0.66221,1.11956,0.87326,0.69444,0.84109,0.50454,1.412,0.8994,1.59351,0.00105752,0.00105752,0.00105752
121,3621.85,0.93071,0.62304,1.08091,0.7536,0.81944,0.84311,0.47639,1.47645,0.98097,1.67629,0.0010496,0.0010496,0.0010496
122,3651.46,0.92335,0.63993,1.08139,0.8758,0.78358,0.87245,0.49308,1.49026,0.95048,1.6859,0.00104168,0.00104168,0.00104168
123,3680.87,0.90078,0.62609,1.08012,0.89742,0.88889,0.93361,0.52869,1.40169,0.70506,1.64791,0.00103376,0.00103376,0.00103376
124,3710.68,0.95918,0.63936,1.09794,0.86365,0.87981,0.90538,0.50809,1.48954,0.73367,1.69306,0.00102584,0.00102584,0.00102584
125,3740.99,0.94614,0.63894,1.09084,0.84468,0.81944,0.85768,0.51082,1.44992,0.82651,1.64225,0.00101792,0.00101792,0.00101792
126,3770.7,0.93831,0.63345,1.0853,0.91482,0.79167,0.86336,0.52649,1.45367,0.74273,1.59809,0.00101,0.00101,0.00101
127,3800.28,0.93605,0.61693,1.07547,0.84643,0.76551,0.86603,0.49771,1.46119,0.79332,1.60005,0.00100208,0.00100208,0.00100208
128,3829.83,0.92568,0.63312,1.08555,0.86544,0.7147,0.82631,0.47119,1.54193,0.90681,1.69354,0.00099416,0.00099416,0.00099416
129,3860.17,0.9136,0.61891,1.06749,0.83346,0.83408,0.8828,0.51375,1.47084,0.77292,1.68861,0.00098624,0.00098624,0.00098624
130,3890.43,0.90431,0.59955,1.0701,0.82801,0.76389,0.86212,0.52153,1.42387,0.89503,1.61038,0.00097832,0.00097832,0.00097832
131,3920.25,0.9231,0.63231,1.08583,0.86871,0.82714,0.89624,0.52636,1.47305,0.79343,1.62662,0.0009704,0.0009704,0.0009704
132,3950.11,0.90495,0.6136,1.07249,0.87546,0.78107,0.87519,0.50558,1.47004,0.82667,1.66224,0.00096248,0.00096248,0.00096248
133,3980.37,0.91589,0.61279,1.08228,0.87244,0.85495,0.90139,0.51882,1.44168,0.74045,1.67497,0.00095456,0.00095456,0.00095456
134,4010.45,0.90998,0.61165,1.06536,0.87332,0.83333,0.91047,0.53018,1.41178,0.7584,1.65565,0.00094664,0.00094664,0.00094664
135,4040.2,0.90051,0.58463,1.05876,0.85582,0.79167,0.87278,0.5096,1.45013,0.81002,1.69409,0.00093872,0.00093872,0.00093872
136,4070.01,0.88956,0.60503,1.06646,0.9322,0.76384,0.86174,0.497,1.45604,1.04922,1.64788,0.0009308,0.0009308,0.0009308
137,4099.77,0.89216,0.60617,1.07455,0.83849,0.86532,0.90922,0.54738,1.41252,0.7013,1.60541,0.00092288,0.00092288,0.00092288
138,4130.25,0.89853,0.59388,1.07232,0.79529,0.86335,0.89914,0.51783,1.48682,0.87523,1.67302,0.00091496,0.00091496,0.00091496
139,4159.62,0.89051,0.59322,1.06075,0.85136,0.79557,0.87218,0.52442,1.41734,0.87667,1.62422,0.00090704,0.00090704,0.00090704
140,4189.16,0.87984,0.60608,1.06266,0.80126,0.80556,0.84704,0.48809,1.49598,0.96499,1.66695,0.00089912,0.00089912,0.00089912
141,4218.88,0.88197,0.58445,1.05509,0.9126,0.8702,0.90913,0.52291,1.47624,0.78469,1.6837,0.0008912,0.0008912,0.0008912
142,4248.96,0.85832,0.57554,1.05635,0.87439,0.80556,0.88961,0.53325,1.4244,0.82105,1.6152,0.00088328,0.00088328,0.00088328
143,4279.12,0.87932,0.60024,1.06706,0.85023,0.77778,0.84708,0.49881,1.49513,0.9399,1.67834,0.00087536,0.00087536,0.00087536
144,4308.96,0.86489,0.58813,1.03687,0.92911,0.76389,0.88387,0.51653,1.47715,0.77905,1.69707,0.00086744,0.00086744,0.00086744
145,4338.69,0.85631,0.59203,1.0429,0.83832,0.77778,0.87315,0.50467,1.48322,0.77374,1.70413,0.00085952,0.00085952,0.00085952
146,4368.6,0.85722,0.58091,1.05372,0.82588,0.79167,0.86183,0.48176,1.5536,0.82683,1.77349,0.0008516,0.0008516,0.0008516
147,4398.87,0.83846,0.56479,1.04322,0.83502,0.79167,0.87256,0.50055,1.45822,0.82912,1.69861,0.00084368,0.00084368,0.00084368
148,4428.66,0.82642,0.56722,1.03773,0.90865,0.72222,0.85381,0.48052,1.53252,0.89603,1.759,0.00083576,0.00083576,0.00083576
149,4458.42,0.87226,0.57895,1.05843,0.7906,0.79167,0.8331,0.45661,1.5337,0.92905,1.79403,0.00082784,0.00082784,0.00082784
150,4488.15,0.85814,0.5743,1.05055,0.79751,0.82054,0.85009,0.50523,1.46875,0.87938,1.71021,0.00081992,0.00081992,0.00081992
151,4518.58,0.85088,0.56472,1.05315,0.85123,0.87414,0.88804,0.51212,1.48301,0.75294,1.74633,0.000812,0.000812,0.000812
152,4548.55,0.82242,0.55195,1.03105,0.87677,0.79054,0.86452,0.50581,1.47853,0.80266,1.66777,0.00080408,0.00080408,0.00080408
153,4578.3,0.84668,0.56228,1.04532,0.86592,0.80556,0.84496,0.51498,1.51671,0.88731,1.79395,0.00079616,0.00079616,0.00079616
154,4608.02,0.85272,0.61182,1.04999,0.84561,0.75,0.85753,0.49456,1.56343,0.8585,1.80956,0.00078824,0.00078824,0.00078824
155,4638.29,0.84685,0.55795,1.04793,0.85612,0.82646,0.89594,0.51846,1.50106,0.78406,1.73976,0.00078032,0.00078032,0.00078032
156,4668.4,0.80152,0.53896,1.02373,0.83263,0.8292,0.88579,0.51455,1.45364,0.77511,1.72161,0.0007724,0.0007724,0.0007724
157,4698.2,0.79851,0.53626,1.0175,0.90132,0.77778,0.84084,0.51106,1.45952,0.81772,1.69243,0.00076448,0.00076448,0.00076448
158,4728.09,0.82485,0.56121,1.04632,0.86263,0.785,0.87263,0.50245,1.44118,0.83425,1.64045,0.00075656,0.00075656,0.00075656
159,4758.17,0.79048,0.53311,1.03332,0.81524,0.79675,0.84661,0.49336,1.49164,0.82073,1.73983,0.00074864,0.00074864,0.00074864
160,4788.6,0.80769,0.54146,1.02496,0.83993,0.73611,0.82945,0.48478,1.45658,0.87019,1.66945,0.00074072,0.00074072,0.00074072
161,4818.44,0.81086,0.54629,1.03959,0.78063,0.83333,0.86141,0.51524,1.43181,0.78838,1.67461,0.0007328,0.0007328,0.0007328
162,4848.25,0.78779,0.53207,1.01011,0.90664,0.75,0.84375,0.50067,1.46728,0.80583,1.71864,0.00072488,0.00072488,0.00072488
163,4878.02,0.81593,0.54555,1.02826,0.83906,0.875,0.90223,0.52587,1.4604,0.73779,1.70326,0.00071696,0.00071696,0.00071696
164,4908.22,0.80516,0.53637,1.02719,0.87522,0.79167,0.87298,0.50492,1.49035,0.88685,1.68777,0.00070904,0.00070904,0.00070904
165,4938.26,0.80676,0.53209,1.02895,0.9059,0.72222,0.86775,0.49981,1.50308,0.8779,1.71232,0.00070112,0.00070112,0.00070112
166,4968.06,0.78467,0.53418,1.01842,0.74376,0.84659,0.85754,0.51405,1.43101,0.87045,1.6461,0.0006932,0.0006932,0.0006932
167,4997.93,0.79298,0.53952,1.01335,0.8786,0.79167,0.89047,0.53371,1.42717,0.78281,1.59916,0.00068528,0.00068528,0.00068528
168,5027.73,0.77363,0.52145,1.01791,0.80305,0.72222,0.85514,0.47687,1.43348,0.95038,1.65461,0.00067736,0.00067736,0.00067736
169,5058.31,0.78797,0.53471,1.02403,0.80735,0.81944,0.85496,0.49017,1.4278,0.81131,1.70711,0.00066944,0.00066944,0.00066944
170,5088.11,0.7845,0.51692,1.0149,0.82914,0.74142,0.85156,0.51285,1.41396,0.84722,1.62781,0.00066152,0.00066152,0.00066152
171,5117.75,0.75188,0.50367,0.9971,0.82064,0.82617,0.88812,0.53992,1.39317,0.8324,1.58595,0.0006536,0.0006536,0.0006536
172,5147.61,0.78622,0.52103,1.00751,0.88219,0.83203,0.90225,0.51165,1.49112,0.73814,1.69588,0.00064568,0.00064568,0.00064568
173,5177.95,0.77226,0.53256,1.00948,0.86202,0.86775,0.89677,0.52843,1.43876,0.77049,1.65339,0.00063776,0.00063776,0.00063776
174,5208,0.77691,0.52847,1.01066,0.82907,0.81944,0.86702,0.50122,1.44806,0.88328,1.66979,0.00062984,0.00062984,0.00062984
175,5237.7,0.77966,0.52991,1.00645,0.77899,0.80556,0.82109,0.46743,1.42949,0.9506,1.65129,0.00062192,0.00062192,0.00062192
176,5267.43,0.75531,0.50937,0.99406,0.83275,0.79167,0.84992,0.49535,1.45734,0.89498,1.65677,0.000614,0.000614,0.000614
177,5297.23,0.74861,0.50259,0.99166,0.91688,0.77778,0.86258,0.51898,1.41452,0.94813,1.62452,0.00060608,0.00060608,0.00060608
178,5327.75,0.74069,0.49495,0.98526,0.8657,0.80573,0.87204,0.53262,1.39636,0.82684,1.63366,0.00059816,0.00059816,0.00059816
179,5357.4,0.741,0.50184,1.0012,0.84029,0.73611,0.80872,0.50089,1.46007,0.92571,1.69842,0.00059024,0.00059024,0.00059024
180,5387.05,0.76353,0.51355,1.01328,0.85231,0.80156,0.84782,0.51967,1.47218,0.77491,1.70846,0.00058232,0.00058232,0.00058232
181,5416.8,0.75308,0.50215,0.9883,0.85946,0.76446,0.87115,0.52829,1.40678,0.87883,1.60306,0.0005744,0.0005744,0.0005744
