epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,3490.01,1.13392,0.80266,1.23688,0.82524,0.81944,0.89025,0.51589,1.4443,0.91705,1.66312,0.0008912,0.0008912,0.0008912
86,3530.37,1.12532,0.80497,1.23686,0.89632,0.84051,0.91119,0.54759,1.45869,0.79341,1.66388,0.000878,0.000878,0.000878
87,3572.23,1.12078,0.78214,1.22792,0.8813,0.77778,0.86466,0.50684,1.4145,0.91106,1.65811,0.0008648,0.0008648,0.0008648
88,3612.63,1.12009,0.80617,1.21883,0.84758,0.73611,0.82989,0.51208,1.43257,0.98374,1.68826,0.0008516,0.0008516,0.0008516
89,3652.87,1.09896,0.77729,1.19873,0.86351,0.76389,0.86352,0.52898,1.47092,0.90513,1.70763,0.0008384,0.0008384,0.0008384
90,3693.29,1.08587,0.7716,1.20413,0.79297,0.76389,0.82206,0.49918,1.42363,0.94034,1.60684,0.0008252,0.0008252,0.0008252
91,3734.76,1.0773,0.73769,1.19528,0.9216,0.72222,0.85636,0.54033,1.34689,0.8742,1.54292,0.000812,0.000812,0.000812
92,3775.23,1.08768,0.78882,1.19467,0.83773,0.78876,0.86494,0.51441,1.40521,0.82728,1.65609,0.0007988,0.0007988,0.0007988
93,3815.43,1.06521,0.76879,1.19711,0.87613,0.76389,0.84391,0.52628,1.37782,0.85972,1.62363,0.0007856,0.0007856,0.0007856
94,3855.84,1.08594,0.74111,1.18921,0.83665,0.79167,0.87384,0.53901,1.36565,0.83818,1.60919,0.0007724,0.0007724,0.0007724
95,3896.5,1.06116,0.73781,1.19437,0.83386,0.79167,0.8568,0.50091,1.43669,0.87725,1.65971,0.0007592,0.0007592,0.0007592
96,3937.03,1.07129,0.76739,1.1839,0.95073,0.80398,0.90425,0.53322,1.36776,0.79991,1.62563,0.000746,0.000746,0.000746
97,3977.44,1.04033,0.74709,1.17387,0.86828,0.75,0.84961,0.53074,1.40052,0.98403,1.6311,0.0007328,0.0007328,0.0007328
98,4017.78,1.0487,0.71863,1.17714,0.87793,0.76389,0.87262,0.54699,1.31731,0.85477,1.55467,0.0007196,0.0007196,0.0007196
99,4059.18,1.06512,0.74852,1.18172,0.79426,0.80427,0.84769,0.51332,1.40345,0.93658,1.60149,0.0007064,0.0007064,0.0007064
100,4099.54,1.06842,0.75798,1.197,0.89423,0.80556,0.90048,0.51674,1.41759,0.84718,1.64324,0.0006932,0.0006932,0.0006932
101,4139.8,1.04291,0.74414,1.18744,0.94723,0.74799,0.84627,0.53871,1.44652,0.90244,1.66191,0.00068,0.00068,0.00068
102,4180.11,1.02491,0.71241,1.16536,0.81769,0.80987,0.8758,0.52233,1.35693,0.85839,1.59758,0.0006668,0.0006668,0.0006668
103,4220.87,1.02837,0.70555,1.16355,0.93396,0.78571,0.87256,0.48662,1.45265,0.89829,1.6936,0.0006536,0.0006536,0.0006536
104,4261.28,0.99229,0.68327,1.16022,0.84655,0.75,0.84512,0.49902,1.41491,0.99592,1.61982,0.0006404,0.0006404,0.0006404
105,4301.6,1.02931,0.70506,1.18178,0.88238,0.72222,0.85567,0.52812,1.35713,0.87727,1.60202,0.0006272,0.0006272,0.0006272
106,4341.96,1.02682,0.72775,1.16841,0.83519,0.77778,0.86225,0.50734,1.441,0.9274,1.68436,0.000614,0.000614,0.000614
107,4382.46,0.99903,0.676,1.15584,0.83753,0.77778,0.85744,0.53082,1.39777,0.86018,1.64853,0.0006008,0.0006008,0.0006008
108,4423.91,1.01716,0.67694,1.1532,0.87908,0.7068,0.81027,0.4938,1.39854,1.07591,1.59272,0.0005876,0.0005876,0.0005876
109,4464.2,0.98542,0.66898,1.14765,0.89193,0.80556,0.87817,0.54933,1.36266,0.85555,1.60953,0.0005744,0.0005744,0.0005744
110,4504.53,0.97183,0.65531,1.13648,0.82088,0.77778,0.85188,0.54132,1.34291,0.80137,1.59193,0.0005612,0.0005612,0.0005612
111,4545.12,0.97344,0.66326,1.13239,0.83395,0.83707,0.8934,0.54465,1.32554,0.765,1.59901,0.000548,0.000548,0.000548
112,4586.04,0.98759,0.67029,1.13689,0.93105,0.77778,0.8911,0.54754,1.40486,0.76737,1.69227,0.0005348,0.0005348,0.0005348
113,4626.45,0.99141,0.67481,1.14381,0.85443,0.81524,0.87742,0.54039,1.41083,0.80327,1.68016,0.0005216,0.0005216,0.0005216
114,4666.87,0.95541,0.66598,1.12472,0.87137,0.80556,0.88544,0.56314,1.31965,0.75435,1.59847,0.0005084,0.0005084,0.0005084
115,4712.38,0.95995,0.65052,1.12535,0.82519,0.83333,0.88303,0.52495,1.38392,0.83742,1.64025,0.0004952,0.0004952,0.0004952
